,address,hind,üldpind,ehitusaasta,rõdu,seisukord,tubade_arv,broker,linnaosa,terrass,maaküte,autnoomne küte,gaasiküte,kombineeritud küte,kamin,õhksoojuspump,põrandaküte,tahkekütus,keskküte,ahjuküte,elektriküte,energy_class_a,energy_class_b,energy_class_c,energy_class_d,energy_class_e,energy_class_f,energy_class_g,korrus,saun,bassein
1147,Pelguranna 13,65000,37.1,1993,0,B,2,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0
1311,Telliskivi tn 10,39900,20.3,1993,0,B,1,City Property OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1380,Telliskivi tn 49,111900,41.6,2019,0,A,2,Perton Ehitus OÜ,Põhja-Tallinn,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
1382,Telliskivi tn 49,114800,41.7,2019,1,A,2,Perton Ehitus OÜ,Põhja-Tallinn,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
1383,Telliskivi tn 49,126500,43.5,2019,1,A,2,Perton Ehitus OÜ,Põhja-Tallinn,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
1396,Soo 44,225000,110.6,1993,1,B,5,Nord Property OÜ,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
1430,Sõle 72,59990,38.7,1993,0,B,2,CKE Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
1512,Stroomi rand 500,48200,27.0,1993,0,B,1,Dolopan Invest OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1650,Kopli tn 52,82000,55.0,1950,0,B,2,Alfa Vara Invest OÜ,Põhja-Tallinn,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1714,Erika 15,244900,86.1,2016,0,B,3,LVM Kinnisvara Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0
1756,Kopli tn 69,42000,18.7,1956,0,B,1,City Property OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0
1841,Tööstuse tn 47,274900,109.0,2018,1,A,4,Endover KVB OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0
1842,Tööstuse tn 47,211900,83.6,2018,0,A,4,Endover KVB OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0
1844,Tööstuse tn 47,199900,85.1,2018,0,A,3,Endover KVB OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0
1846,Tööstuse tn 47,224900,84.4,2018,0,A,3,Endover KVB OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0
1850,Tööstuse tn 47,754900,194.8,2018,1,A,5,Endover KVB OÜ,Põhja-Tallinn,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,1,0
1852,Tööstuse tn 47,199900,85.8,2018,1,A,3,Endover KVB OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0
1978,Madala 16,107262,51.9,2018,1,A,2,Kinnisvarabüroo Uus Maa OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
2002,Sitsi tn 15,68900,43.9,1993,0,C,2,EstWorkTrest OÜ,Põhja-Tallinn,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2108,Tööstuse 31,265500,100.1,2018,1,A,4,"Kinnisvarabüroo Uus Maa OÜ,Kinnisvarabüroo Uus Maa OÜ",Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
2113,Pelguranna tn 29,72000,37.0,1993,0,B,2,Astarot OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2175,Tuulemaa tn 23,80000,51.4,1974,1,C,2,Leading Property Solutions OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2176,Salme 15,70000,44.5,1930,0,B,1,Kinnisvarabüroo Uus Maa OÜ,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/,0,0
2233,Puhangu 2,66000,39.1,1993,0,B,2,"Kinnisvaraekspert OÜ,Kinnisvaraekspert OÜ",Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
2375,Tööstuse 85,67500,42.1,1962,1,B,2,CKE Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
2576,Ehte 5,75000,43.8,1967,0,B,2,Kaanon kinnisvarabüroo OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
2826,Kari tn 24,125550,60.9,2018,1,A,2,Master Construction OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0
2827,Kari tn 24,108300,51.8,2018,1,A,2,Master Construction OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0
2828,Kari tn 24,113960,55.2,2018,1,A,2,Master Construction OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0
2829,Kari tn 24,129500,62.2,2018,1,A,2,Master Construction OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0
2830,Kari tn 24,129200,62.2,2018,1,A,2,Master Construction OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0
2832,Kari tn 24,114600,55.2,2018,1,A,2,Master Construction OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0
2833,Kari tn 24,201500,105.1,2018,1,A,4,Master Construction OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0
2834,Kari tn 24,129700,60.9,2018,1,A,2,Master Construction OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0
2836,Kari tn 24,129550,62.2,2018,1,A,2,Master Construction OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0
3068,Ristiku tn 62,77900,39.3,1969,0,B,2,Telefon 1: ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3231,Randla tn 13,45000,19.8,1978,1,B,1,Ruutmeetrid Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0
3233,Pelguranna tn 11,61500,38.9,1961,0,B,2,Vesper Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3234,Stroomi rand 500,54200,27.0,1993,0,B,1,Dolopan Invest OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
3306,Sõle 69,98900,74.8,1957,1,B,3,Nord Property OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
3312,Kopli 83,75000,50.6,1915,0,B,2,LVM Kinnisvara Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
3323,Rumbi tn 4,204000,64.1,2017,1,A,2,Domus Kinnisvara Vahendus OÜ Tallinn,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0
3384,Lahepea 9,258900,109.6,2018,1,A,5,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
3386,Lahepea 9,193300,83.2,2018,1,A,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
3387,Lahepea 9,231300,85.9,2018,0,A,4,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3388,Lahepea 9,153300,54.8,2018,1,A,2,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
3389,Lahepea 9,144500,56.4,2018,1,A,2,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
3390,Lahepea 9,205800,75.5,2018,0,A,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3396,Lahepea 9,236500,96.3,2018,1,A,4,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
3437,Kaluri 6,77000,55.2,1970,1,B,3,CKE Kinnisvara OÜ,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3443,Kopli 77,133000,105.0,1901,0,B,3,CKE Kinnisvara OÜ,Põhja-Tallinn,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
3445,Maleva põik 3,57000,34.9,1970,0,B,1,Eraarendus Grupp OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0
3775,Randla tn 30,139000,73.8,1976,0,C,4,Telefon 1: ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3909,Lahepea 9,174100,68.0,2018,0,A,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4118,Ristiku tn 85,89000,44.2,1953,0,B,2,KV Vahenduse OÜ,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4138,Õle tn 19,98000,51.3,1993,0,B,2,RE/MAX,Põhja-Tallinn,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4147,Kotzebue 14,234495,78.8,2018,1,A,3,LAAM Kinnisvara OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
4170,Amburi 20,76500,46.3,1967,0,B,2,"Arco Vara Kinnisvarabüroo AS | Tallinn,Arco Vara Kinnisvarabüroo AS",Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
4229,Kotzebue 14,239575,86.2,2018,0,A,4,LAAM Kinnisvara OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
4359,Sõle tn 27,179500,98.3,2005,1,B,4,Marknor Kinnisvara,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
4448,Maleva põik 3,79900,55.3,1987,0,B,3,City Property OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4613,Kopli tn 96,123240,102.7,1992,1,B,3,EN Grupp OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5241,Soo 8,425000,356.4,1908,0,B,14,CKE Kinnisvara OÜ,Põhja-Tallinn,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,/,0,0
5335,Kopli tn 100,30000,16.0,1970,0,C,1,1Partner Kinnisvara,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
5384,Soo tn 7,179000,71.4,2018,0,A,4,LVM Kinnisvara Tallinn,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
5385,Soo tn 7,243000,102.2,2018,0,A,5,LVM Kinnisvara Tallinn,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
5386,Soo 7,119900,42.3,2018,0,A,2,LVM Kinnisvara Tallinn,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5387,Soo tn 7,179690,76.5,2018,0,A,3,LVM Kinnisvara Tallinn,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
5388,Soo tn 7,175900,73.2,2018,0,A,3,LVM Kinnisvara Tallinn,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
5771,Vasara 10,68000,49.2,1957,0,B,2,LAAM Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
5787,Kari tn 24,195275,109.1,2018,1,A,4,Master Construction OÜ,Põhja-Tallinn,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,1,0
5847,Kalju 5,66000,31.8,1993,0,B,2,RE Kinnisvara AS,Põhja-Tallinn,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5858,Lõime tn 20,19500,12.5,1952,0,B,1,Eduard Voronkov,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0
6021,Kesk-Kalamaja tn 7,239900,86.5,2018,0,A,4,LAAM Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0
6024,Kesk-Kalamaja tn 7,224900,82.0,2018,0,A,4,LAAM Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6025,Kesk-Kalamaja tn 7,235900,81.9,2018,1,A,4,LAAM Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
6180,Timuti tn 10,67000,42.7,1910,0,C,2,Futurum Investment OÜ,Põhja-Tallinn,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6405,Tööstuse tn 16,185000,70.6,2018,0,A,3,Paasik OÜ,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
6596,Vana-Kalamaja tn 40,139900,58.5,1993,0,B,3,City Property OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6866,Tööstuse tn 47,211900,83.6,2018,0,A,4,Endover KVB OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0
6948,Kaera 26,55000,34.9,1979,0,B,2,Adrem Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
7161,Lahepea 9,144500,65.5,2018,1,A,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
7162,Lahepea 9,188100,77.9,2018,1,A,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
7208,Helme tn 14,167000,71.8,2011,1,A,3,Narva Kinnisvarabüroo OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7228,Lõime tn 13,119000,86.0,1952,0,B,3,Star KVB OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7274,Noole tn 4,149500,69.7,2008,0,B,2,Ober-Hausi Kinnisvara AS,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7470,Vibu tn 3,229000,98.2,2015,1,B,4,Villa Junghans OÜ,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
7563,Roo 9,167900,70.3,1938,0,B,3,LVM Kinnisvara Tallinn,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
7570,Kari tn 5,69900,49.1,1993,0,B,2,Anasso Grupp OÜ,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
7584,Ristiku tn 62,73000,30.8,1969,0,B,1,Eraarendus Grupp OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7611,Vabriku 33,147000,56.7,2013,0,C,2,RE Kinnisvara AS,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7612,Tööstuse tn 47,144900,54.4,2018,0,A,2,Endover KVB OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0
7635,Lahepea 9,101300,34.3,2018,1,A,1,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
7638,Lahepea 9,193300,77.9,2018,1,A,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
7642,Lahepea 9,188100,83.2,2018,1,A,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
7643,Lahepea 9,182900,77.9,2018,1,A,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
7644,Lahepea 9,201100,81.6,2018,1,A,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
7645,Lahepea 9,210000,85.9,2018,1,A,4,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
7646,Lahepea 9,194900,71.0,2018,1,A,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
7647,Lahepea 9,188100,71.3,2018,0,A,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
7648,Lahepea 9,215700,85.9,2018,1,A,4,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
7649,Lahepea 9,194900,75.1,2018,0,A,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
7650,Lahepea 9,231800,96.3,2018,1,A,4,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
7651,Lahepea 9,193300,81.6,2018,1,A,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
7659,Lahepea 9,147000,56.4,2018,1,A,2,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
7950,Tehnika tn 5,49900,20.3,1993,0,B,1,1Partner Kinnisvara,Põhja-Tallinn,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8105,Tööstuse 31,155310,69.7,2018,0,A,3,"Kinnisvarabüroo Uus Maa OÜ,Kinnisvarabüroo Uus Maa OÜ",Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8137,Vabriku 43,72500,37.1,1993,0,B,2,Kinnisvarabüroo Uus Maa OÜ,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8189,Rukki 4,69900,42.4,1993,0,B,2,Kinnisvara Küla OÜ,Põhja-Tallinn,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0
8451,Lõime tn 13,110000,78.7,1954,0,C,3,Estoma Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8551,Vibu tn 4,191000,73.6,2017,1,A,3,YIT Eesti AS,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
8723,Randla tn 12,66700,36.6,1993,0,B,2,Telefon 1: ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0
8794,Staapli tn 3,266000,98.4,2018,1,A,3,GloReal KINNISVARA,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0
8821,Kopli tn 81,39900,24.0,1972,0,B,2,Dolopan Invest OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
8885,Tööstuse tn 47,257900,98.7,2018,0,A,3,Endover KVB OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0
8921,Kari tn 6,97990,54.0,1993,1,B,2,Telefon 1: ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
8945,Madala tn 10,59500,39.4,1993,0,B,2,Tipoliin Kinnisvarabüroo,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
8967,Kotzebue 14,164700,64.1,2018,0,A,3,LAAM Kinnisvara OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
8968,Kotzebue 14,174000,64.1,2018,0,A,3,LAAM Kinnisvara OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
8969,Kotzebue 14,173300,74.8,2018,0,A,3,LAAM Kinnisvara OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8972,Kotzebue 14,229500,76.9,2018,1,A,3,LAAM Kinnisvara OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
8973,Kotzebue 14,282880,88.4,2018,0,A,3,LAAM Kinnisvara OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
8974,Kotzebue 14,194900,65.3,2018,0,A,3,LAAM Kinnisvara OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
8975,Kotzebue 14,245000,70.89,2018,0,A,2,LAAM Kinnisvara OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
9058,Roo 23,28000,28.04,1993,0,C,1,Baltic Sotheby's International Realty - Estonia,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,/,0,0
9074,Tööstuse tn 64,129000,80.0,1952,0,B,4,Prisma Varahindajad OÜ,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
9257,Heina tn 11,58000,31.8,1993,0,C,2,1Partner Kinnisvara,Põhja-Tallinn,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9259,Ristiku 38,115000,64.4,1993,0,B,3,LVM Kinnisvara Tallinn,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
9404,Vihuri tn 7,69900,37.2,1963,0,B,2,OldeVara OÜ,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
9425,Soo tn 46,117000,39.0,1940,0,B,2,Ruutmeetrid Kinnisvara OÜ,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
9572,Kolde pst 67,124000,51.3,2006,1,B,2,1Partner Kinnisvara,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
9615,Lõime tn 31,49000,27.0,1960,0,B,1,Premium Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
9627,Kopli 16,209000,63.8,2017,1,A,3,"Kinnisvarabüroo Uus Maa OÜ,Kinnisvarabüroo Uus Maa OÜ",Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
9645,Kopli 16,199000,66.2,2018,1,A,3,Kinnisvarabüroo Uus Maa OÜ,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
9647,Kopli 16,219000,63.0,2017,0,A,3,Kinnisvarabüroo Uus Maa OÜ,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
9691,Kolde pst 72,135190,71.4,2018,1,A,3,Bonava Eesti OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
9692,Kolde pst 72,163780,68.4,2018,1,A,3,Bonava Eesti OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
9695,Kolde pst 72,161780,68.3,2018,1,A,3,Bonava Eesti OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
